Months since started cubing	Months since started speedcubing	Best 3x3 single	Best 3x3 Ao5	Best 3x3 Ao12	Best 3x3 Ao100	Known algorithm sets
3	6	16.25	22.64	25.15		PLL, 25% of OLL, including 2 look cases
120	120	9.81	14.03	15.21	16.25	OLL, PLL
60	60	8.96	11.14	12.34	13.65	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
18	12	45.89				EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
12	12	16.61	19.71	21.03	24.75	
60	72	7.91				OLL, PLL, CMLL
60	6	10.45	12.72	13.8	15.3	EPLL (PLL for edges, i.e. U/H/Z perms), CMLL
24	24	8.81	13.07	13.32	14.21	Just whatever I have for beginners method, OLL, PLL
60	60	9.32	12.99	14.17	15.44	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
180	12					
120	24	9.93	13.3	14.6	16.7	OLL, PLL
24	24	13.42	19.04	20.19	24.87	OLL, PLL
36	6	20.54	33.67	36.25	39.85	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL)
18	6	14.3	21.56	23.86	25.47	OLL, PLL
48	36	19				OLL, PLL
48	36	54				Just whatever I have for beginners method
120	120	18	20	22	25	Just whatever I have for beginners method
12	12	0.44	1	1:15	1:45	OLL, PLL, F2l
12	3	35.87	47.8	52.54		Just whatever I have for beginners method, COLL - S (Sune), COLL - AS (Antisune)
12						Just whatever I have for beginners method
18	18	22.71	29.81			EOLL (non-corner-preserving - the edge part of 2-look OLL), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
18	18	22.96	39.7	36.21	34.23	(didm2 look oll and pll 
60	6	35.8	46.34	49.02		OLL, PLL
	36	11.47	16	19	22	OLL, PLL
3	3	25.49	27	29		Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
60	48	7.11	11		13	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - H (Doublesune), COLL - Pi (Bruno)
60	48	9.92	13.27	14.78	15.62	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, VHLS (intuitive is fine)
72	120	6.76	9.91			Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, CLL, CMLL
72	72					Just whatever I have for beginners method, OLL, PLL
12	12	15.15	19.48	21.81	23.83	OLL, PLL
120	60	18.5	23.07	24.83	27.11	OCLL (the corners part of 2-look OLL), PLL
3	3	11.94	14.87	16.34	17.81	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
36	3	18.98	29.98	31.89	34.62	OLL, PLL
60	36	20.52				OLL, PLL
24	24	11.5	14	15	16	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, WV, VLS no edges subset
36	18	10.9	13.4	14.1	15.5	OLL, PLL
60	60	9.23	13.4	14.29	15.74	OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), WV
12	12	8.85	12.48	13.37	15.52	Just whatever I have for beginners method, OLL, PLL, COLL - U (Headlights)
36	6	12.27	15.85	17.54	19.12	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
18	72	10.1	12.69	13.3	14.25	OLL, PLL
120	120	6.15	8.76			OLL, PLL, VHLS (intuitive is fine), Magic Wondeful, WV, VLS
36	24	20.82	36.15	0	0	Just whatever I have for beginners method, OLL, PLL
12	6	21.76	24.79	24.98	25.12	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
6	6	10.14	14.67	15.76	16.34	Just whatever I have for beginners method, PLL
3	3	19.8	25.6	27.6	29.8	OLL, PLL
120	72	18.5	25	26		OLL, PLL
120	24	1:30				Just whatever I have for beginners method
24	24	7.21	10.29			OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - H (Doublesune), COLL - Pi (Bruno)
60		0:30	0:45			Just whatever I have for beginners method
18	24	18.73	26.43	28.46	29.22	OLL, PLL
36	36	18	22	24		OLL, PLL
60	60					EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
48	48	5.67	7.43	8.09		OLL, PLL, CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune), 2GLL - T, 2GLL - U, 2GLL - L, 2GLL - H, ZBLL - T, ZBLL - U, ZBLL - L, WV
72	6	9.55	15.01			OCLL (the corners part of 2-look OLL), OLL, PLL
72	18	29.72				Just whatever I have for beginners method, OLL, PLL
48	48	8.09	10.68	11.49	12.77	OLL, PLL
24	12	9.22	10.72			OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno)
48	1	1:13	2:02	1:48		Just whatever I have for beginners method
24	24	7.06	9.88	10.85	11.51	OCLL (the corners part of 2-look OLL), PLL
18	6	18	22	24	29	EOLL (non-corner-preserving - the edge part of 2-look OLL), VLS, HLS, ELS, CLS, OLS, other (any), CPLS, TTLL
72	48	8.79	12.07	13.01	14.05	OLL, PLL
60	24	33.23	42.68	46.76		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
36	36		12.95	23.78	24.84	EOLL (non-corner-preserving - the edge part of 2-look OLL), PLL
12	6	13.65	18.76			EOLL (non-corner-preserving - the edge part of 2-look OLL), PLL, WV
48	60	10.53	15.86	19.64	19.73	OLL, PLL, COLL - L (Bowtie), Line (1LLL set)
120	36	1:05				Just whatever I have for beginners method
12	6	30	45	45	40	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL)
12	1	17	18.5	18.6	22	OLL, PLL, COLL - H (Doublesune)
48	12	29.58	34.68	35.08		OLL, PLL
72	72	16	22	23	24	OLL, PLL
12	12	10.94	15.19	17.31	18.99	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
18	12	31.69	42.85	46.34	58.34	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ELL, CLL, CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
48	48	12.5	18.47	19.63	21.66	PLL
48	12	17.98	21.43			Just whatever I have for beginners method, OLL, PLL
12	6	12.1	15.7	16.86	18.96	OLL, PLL
36	36	7.35	9.78	10.37	10.85	OLL, PLL
72	72	27	35	38		2 look oll and pll
60	60					OLL, PLL
18	18					EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
24	24	13.5	16.7	18.4	20.1	OLL, PLL
3	1	18.88				2 look pll and oll
36						Just whatever I have for beginners method
18	18	7.57	10.17	11.17	11.91	OLL, PLL
6	1	1:03.57	1:14.91		1:41.03	Just whatever I have for beginners method, OLL
48	48	45	50			EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
72	60	8.78	12.55	14.34		PLL
72						Just whatever I have for beginners method
12	12		27	28	30	OLL, PLL, CLL
5	5	12.15	19.36	20.33	23.26	OLL, PLL
3	3	30	35	36	40	Just whatever I have for beginners method, PLL
12	1	30.14				Just whatever I have for beginners method
36	12	6.2	7.95	8.48	9.05	OLL, PLL
18	18	11.2	13.6	14.65	15.45	OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), VHLS (intuitive is fine)
72	72	11.69				OLL, PLL
60	18	16.93				PLL
72	6	10.8	13.4	14.5	15.4	OLL, PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
12	3	16.41	19.68	20.17		PLL, CLL
12	6	24.35	27.54	29.03		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
12	12	25.45	30.2	33.55	36.67	3x3 method
60	48	16.8	21.87	24.06	28.39	OLL, PLL
18	6	29.59	37.94	41.29	49.59	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
120	120	30	45			
48	18	20.89	24	27	28	Just whatever I have for beginners method, OLL, PLL, WV
24	24	13.29	16.41	18.62	20.39	OLL, PLL
36	36	6.37	9.28	10.2	11.4	OLL, PLL
24	24	8.35	11.44	12.49	13.57	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - H (Doublesune), COLL - Pi (Bruno)
12	12	16.13	19.67	21.94	23.98	OLL, PLL
60	48	8.99	11	12	14	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - Pi (Bruno)
12	7	13.55	18.49	20.11	21.92	OLL, PLL, COLL - Pi (Bruno)
3	3	17.18	23.46	24.88	27.21	PLL
3	3	15.58	21.51	22.43	25.12	OLL, PLL
60	1	29.5	37.4	40.7		Just whatever I have for beginners method, OLL, PLL
60	60	8.85	10.2	11	13	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, VHLS (intuitive is fine), WV
72	18					3style
48	48	2.95	5.7	8.62	11.11	OLL, PLL
	180	1:08.35	1:18.47	1:29.26		COLL - T (Chameleon), COLL - U (Headlights), COLL - H (Doublesune), COLL - S (Sune), COLL - AS (Antisune)
3	2	48.56	1:16.48	1:20.73	0	Just whatever I have for beginners method
18	18	18.82	22.43	23.88	26.28	OLL, PLL
120	120	5.1	7.2	7.5	8.4	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, CLL, CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune), 2GLL - T, 2GLL - U, 2GLL - L, 2GLL - H, 2GLL - Pi, 2GLL - S, 2GLL - AS, ZBLL - T, ZBLL - U, ZBLL - L, ZBLL - H, ZBLL - Pi, ZBLL - S, ZBLL - AS, ZZLL, VHLS (intuitive is fine), ZBLS
72	72	5.99	8.48	9.03	9.6	OLL, PLL
120	3	29.59	38.48	41.27	48.93	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL)
60	60					CMLL
24	18	10.13	14.5	15.5	18	
12	12	10.16	13.65	14.27	16.44	OLL, PLL
24	12	19.74	24.85	28.05	30.59	OLL, PLL
3	3	26	50			EPLL (PLL for edges, i.e. U/H/Z perms), PLL
48	18	13.38	14.78	16.3	18.45	OCLL (the corners part of 2-look OLL)
36	18	12.38	16.02	17.35	18.51	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
36	36	7.04	9.53	10.23	11.2	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
12						OLL, PLL
12	12	15.24	33.57	36.92	38.67	Beginner with F2L and 20 OLL and 17 PLL
24	24	11.08	14.71	15.52	17.07	OLL, PLL, CMLL
36	36	14.78	18.39	20.08	24.74	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
18	12					Just whatever I have for beginners method, CMLL
36		33.5				Just whatever I have for beginners method, PLL
48	48	7.68	9.61	9.72	11.43	OLL, PLL, COLL - T (Chameleon), VHLS (intuitive is fine)
3	3					Just whatever I have for beginners method
36	24	5.48	7.49	7.68	9.73	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
12	18	32:32	36:12	33:56		OLL, PLL
180	180	12.54	13.08	13.05	12.99	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - S (Sune), COLL - AS (Antisune), ZBLL - U, ZBLL - H, VHLS (intuitive is fine), Magic Wondeful, SV, ELS, CLS, TTLL, TLSE
60	1	25.44	30.37	33.18	35.5	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), COLL - T (Chameleon), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune), OLS, other (any)
180	6	1:50.00	2:00.00	2:30.00		CMLL
12	6	24.2	29.6	32.5		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
18	12	23	31	35	36	EPLL (PLL for edges, i.e. U/H/Z perms), COLL - U (Headlights), COLL - L (Bowtie), COLL - S (Sune)
60	60	11.54	15.09	16.26	18.41	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
12	12	8.61	14.53	15.12	17.32	EPLL (PLL for edges, i.e. U/H/Z perms), PLL
72	12	14.83				Just whatever I have for beginners method
48	48	13.29	18.27	19.56	21.18	PLL
24	24	7.44	10.9	12.4	13.2	OLL, PLL
12	12					PLL
72	72	25.82	33.53			EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
18	3	9.95	12.84	13.14	14.68	OLL, PLL
3	3	18.86	25.86	26.57	29.33	PLL
	6	13.56	17	20	20	PLL
120	12	12.18	14.23	15.53	16.63	CMLL
36	36	8.63	10.93	11.57	12.82	OLL, PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno)
180	3	21.66	28			OLL, PLL
72	60	9.2	13.37			PLL
120	6	41	45	47	50	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
36	36	5.99	9.87	10.79	11.56	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
6	6					ELL, ZZLL
72	48	8.65	13	14	14	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
18	18	14.44	19.42	20.56	23.63	Just whatever I have for beginners method, PLL
3	3	39.87	45	43.7	49	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
120	120	22.23	23.56			EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
48	48	7.09	9.89	10.39	11.4	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - H (Doublesune), COLL - Pi (Bruno)
36	36	11.06	14.26	15.47	17.52	CMLL
60	36	10.97	14.86	16.17	17.75	OCLL (the corners part of 2-look OLL), PLL
180	3	56	1:13			OLL, PLL
120	60	18.37	28.71	30.38		PLL
36	6	16.47				PLL
60	48	19	22	24	26	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
60		14.1	18	19	19	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
3	1	2:24	2:52	3:04		Just whatever I have for beginners method
48	36	22.11				EOLL (non-corner-preserving - the edge part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
36	24	33.57	38.46	46.32	41.34	Just whatever I have for beginners method
72	72					Just whatever I have for beginners method
12	1					Just whatever I have for beginners method, OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
48	48	14.77		18.23	20.86	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
18	12	9.45	12.73	14.18	15.57	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
3						Just whatever I have for beginners method
48	60	15.93	20.43	23.41		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
24	1					Just whatever I have for beginners method
	72	22	39	39	43	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
24	18	14.57	25.77	25.68	26.73	Just whatever I have for beginners method, OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, CLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune), ZBLL - T, ZBLL - U, ZBLL - L, ZBLL - H, ZBLL - Pi, ZBLL - S, ZBLL - AS
18	12	11.59	16.91	17.12	18.3	EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
3	3	0.45			0.5	Just whatever I have for beginners method, OLL, PLL, CLL
36	24	30				Just whatever I have for beginners method
12	6	12.87				CMLL
36	3	23.97	30.52	33.09	41.55	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
24	24	8.64	11.27			EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
48	48					EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
24	3	29.36	47	57.12		OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - S (Sune), COLL - AS (Antisune)
48	24	10.2	14.48	15.76	15.97	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
48	3	19.73	23.64	26.12	34.76	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
36	18	10.4	14.2			OLL, PLL
48	36	19.07	23.78	24.79		OLL, PLL
18	18	17	21	24	28	OLL, PLL
12	12	22	28	31	34	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
24	18	34.41				Just whatever I have for beginners method
24	18	10.25	19.92	21.13	23.25	Just whatever I have for beginners method, PLL
18	3	32.63	37	39	40	beginner cfop
12	6	37.41	42.61	44.23	45.65	OLL, PLL
60	60	10.98				EPLL (PLL for edges, i.e. U/H/Z perms), CMLL
36	36					EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
120	120	18.55				EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
120	120	8.7	12.5	13.5	15	OLL, PLL
72	60	4.1	6	6.8	7.4	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, ELL, CLL, CMLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), OLLCP (50% or greater), VHLS (intuitive is fine)
24	24	10.2				OLL, PLL
3	3	8.3	11.58	12.14	13.26	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune), 2GLL - T, 2GLL - U, 2GLL - L, 2GLL - H, 2GLL - Pi, 2GLL - S, 2GLL - AS, VHLS (intuitive is fine)
24	18	22.5	27.76	28.8	30.02	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
60	3	26	32	35	36	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
18	18	8.9	12.37	13.01	14.69	PLL
12	3	38	45			2look oll and pll
12	12					EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
120	120	25	30	33		COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), COLL - S (Sune), COLL - AS (Antisune)
	3					Just whatever I have for beginners method
120	120	8.09	12.33	13.15	14.54	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL
3	6	14.64	19.37	21.2	24.58	Just whatever I have for beginners method, OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
72	72	10.9	14.2	16.1	17.2	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, PLL
24	12	31.21	37.24	45.26		Just whatever I have for beginners method
3	6	15.67	19.11	20.19	24.03	
36	36	8.82	12.6	13.36	14.33	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
3	1	29.78				Just whatever I have for beginners method
3	3	13.63	16.54	17.99	19.27	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - H (Doublesune)
36	12	10.77	14.2	16.15	18.15	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
60	48	9.02	11.46	12.47	13.35	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - T (Chameleon), COLL - U (Headlights), COLL - L (Bowtie), COLL - H (Doublesune), COLL - Pi (Bruno), VHLS (intuitive is fine)
36	6	33.65	47.67			Just whatever I have for beginners method
120	36	7.22	9.73	10.58	11.64	Just whatever I have for beginners method, EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), ZZLL
18	12	22.76	28.37	30.22	34.6	EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
24	18					Just whatever I have for beginners method
36	1	1:00	2:00			Just whatever I have for beginners method, OCLL (the corners part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL
60	36	5.72	8.36	9.75	10.94	EOLL (non-corner-preserving - the edge part of 2-look OLL), OLL, EPLL (PLL for edges, i.e. U/H/Z perms), PLL, COLL - H (Doublesune)
48	24	1.66	13.73	15.34	16.92	PLL
3	3					Just whatever I have for beginners method
5	1	2:15				Just whatever I have for beginners method
48	60	10.41	12.92	14.26	15	OLL, PLL, WV
48	24	17.65	24.2	26.53		Just whatever I have for beginners method
24	18	29.75	39.87			EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
36	6					EOLL (non-corner-preserving - the edge part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms), COLL - T (Chameleon), COLL - H (Doublesune), COLL - S (Sune), COLL - AS (Antisune)
1	1	1:58.0	2:20.0			Just whatever I have for beginners method, CMLL
36	6	10.82	13.86	14.75		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
36	12	7.79	10.85	11.99	13.28	OLL, PLL
18	3	35.16	42.74	44.72		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), EPLL (PLL for edges, i.e. U/H/Z perms)
36	36	17.13	19.63	20.97		EOLL (non-corner-preserving - the edge part of 2-look OLL), OCLL (the corners part of 2-look OLL), PLL
18	18					4LLL with a few extra Oll and PLL algs.
180	180	9.98	12.5	13.5		OLL, PLL
180	180	13	19	19.5	20.1	OLL, PLL, F2LL a.k.a. Winter Variation
